,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,short_name,long_name,age,height_cm,weight_kg,nationality,overall,potential,value_eur,wage_eur,team_position
2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2675,2863,J. Agudelo,Jonathan Agudelo,26,180,70,Colombia,73,76,5000000,2000,ST
2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2864,A. Esiti,Anderson Esiti,25,189,84,Nigeria,73,76,4500000,1000,LDM
2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2865,Y. Cardinale,Yoan Cardinale,25,181,84,France,73,76,3700000,17000,SUB
2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2866,T. Leibold,Tim Leibold,25,174,72,Germany,73,76,4400000,11000,LB
2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2867,Iago,Iago Azevedo dos Santos,27,188,83,Brazil,73,76,4300000,9000,RCB
2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2868,B. Perlaza,Baldomero Perlaza Perlaza,27,187,83,Colombia,73,76,4400000,5000,RDM
2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2869,M. Santos,Michael Santos,26,174,66,Uruguay,73,76,5000000,10000,SUB
2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2870,B. Lozano,Brian Lozano,25,167,65,Uruguay,73,76,5000000,17000,RM
2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2871,Jamiro Monteiro,Jamiro Gregory Monteiro Alvarenga,25,175,72,Cape Verde,73,76,4900000,7000,SUB
2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2872,M. Moreno,Damián Marcelino Moreno,25,168,65,Argentina,73,76,5000000,16000,SUB
2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2873,R. Glatzel,Robert Glatzel,25,193,85,Germany,73,76,5000000,24000,ST
2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2874,M. Siopis,Manolis Siopis,25,171,67,Greece,73,76,4500000,11000,RDM
2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2875,J. Gressel,Julian Gressel,25,186,84,Germany,73,76,5000000,7000,RM
2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2876,Y. Meriah,Yassine Meriah,25,190,83,Tunisia,73,76,4500000,1000,LCB
2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,2877,G. Masouras,Giorgios Masouras,25,182,76,Greece,73,76,5000000,1000,RM
2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2878,M. Hanousek,Matěj Hanousek,26,181,75,Czech Republic,73,76,4300000,1000,LB
2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2879,F. Gulbrandsen,Fredrik Gulbrandsen,26,175,79,Norway,73,75,4900000,31000,SUB
2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2880,M. Abeid,Mehdi Abeid,26,178,77,Algeria,73,75,4300000,19000,CM
2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2881,K. Darlow,Karl Darlow,28,190,78,England,73,75,3500000,24000,SUB
2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2882,M. Çağıran,Musa Çağıran,26,181,82,Turkey,73,75,4300000,11000,SUB
2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2883,M. Kamiński,Marcin Kamiński,27,192,82,Poland,73,75,4200000,20000,RES
2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2884,S. Skrzybski,Steven Skrzybski,26,175,70,Germany,73,75,4900000,26000,SUB
2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2885,M. Leitner,Moritz Leitner,26,176,68,Germany,73,75,4800000,36000,SUB
2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2886,B. Decordova-Reid,Bobby Decordova-Reid,26,170,68,England,73,75,4900000,37000,SUB
2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2887,T. Trybull,Tom Trybull,26,181,72,Germany,73,75,4300000,33000,RDM
2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2888,K. Frei,Kerim Frei Koyunlu,25,171,70,Turkey,73,75,4900000,27000,SUB
2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2889,M. van Buren,Mick van Buren,26,184,73,Netherlands,73,75,4900000,1000,ST
2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2890,M. Luongo,Massimo  Luongo,26,176,76,Australia,73,75,4300000,21000,SUB
2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2891,A. Pritchard,Alex  Pritchard,26,171,62,England,73,75,4800000,27000,LW
2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2892,Y. Chibsah,Yussif Raman Chibsah,26,177,78,Ghana,73,75,4800000,13000,RDM
2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2893,M. Ishak,Mikael Ishak,26,185,81,Sweden,73,75,4900000,14000,ST
2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2894,Y. Banana,Yaya Banana,27,192,88,Cameroon,73,75,0,0,
2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2895,W. Vaulks,Will Vaulks,25,180,75,Wales,73,75,4400000,20000,SUB
2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2896,T. Lawrence,Tom Lawrence,25,180,75,Wales,73,75,4900000,22000,LM
2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2897,Hwang Ui Jo,황의조 Ui Jo Hwang,26,184,73,Korea Republic,73,75,4900000,27000,SUB
2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2898,C. Baeza,Claudio Andrés Baeza Baeza,25,171,64,Chile,73,75,4800000,11000,RCM
2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2899,J. Czerwiński,Jakub Czerwiński,27,183,75,Poland,73,75,4200000,7000,CB
2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2900,M. Zaldivia,Matías Zaldivia,28,181,79,Argentina,73,75,4000000,7000,RCB
2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2901,F. Avenatti,Felipe Nicolás Avenatti,26,196,86,Uruguay,73,75,4900000,15000,SUB
2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2902,P. Žulj,Peter Žulj,26,185,80,Austria,73,75,4800000,16000,CDM
2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2903,I. Chochev,Ivaylo Chochev,26,189,80,Bulgaria,73,75,4800000,5000,SUB
2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2904,S. Gümüş,Sinan Gümüş,25,179,71,Germany,73,75,4900000,14000,RES
2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2905,Pere Milla,Pere Milla Peña,26,179,70,Spain,73,75,4800000,7000,CAM
2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2906,Raillo,Antonio José Raillo Arenas,27,187,80,Spain,73,75,4200000,18000,LCB
2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2907,L. Freeman,Luke Anthony Freeman,27,172,73,England,73,74,4600000,27000,SUB
2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2908,F. Macheda,Federico Macheda,27,185,77,Italy,73,74,4700000,1000,ST
2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2721,2909,J. Fleck,John Fleck,27,169,72,Scotland,73,74,4500000,27000,LCM
2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2910,K. Johnsson,Karl-Johan Johnsson,29,189,84,Sweden,73,74,3200000,14000,SUB
2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2912,R. Yabo,Reinhold Yabo,27,177,70,Germany,73,74,4500000,14000,RCM
2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2913,Juanpe,Juan Pedro Ramírez López,28,190,85,Spain,73,74,3900000,9000,CB
2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2914,B. Nuytinck,Bram Nuytinck,29,190,82,Netherlands,73,74,3800000,14000,SUB
2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2915,L. Benito,Loris Benito,27,186,85,Switzerland,73,74,4000000,22000,SUB
2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2916,A. Souquet,Arnaud Souquet,27,179,73,France,73,74,4000000,22000,RWB
2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2917,L. Sobiech,Lasse Sobiech,28,196,88,Germany,73,74,3900000,21000,SUB
2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2918,K. Long,Kevin Long,28,190,82,Republic of Ireland,73,74,3900000,26000,SUB
2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2919,P. Kasami,Pajtim Kasami,27,188,87,Switzerland,73,74,4600000,25000,CAM
2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2920,M. Vydra,Matěj Vydra,27,175,71,Czech Republic,73,74,4600000,27000,RES
2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2921,Guitián,Alberto Guitián Ceballos,28,181,69,Spain,73,74,3900000,9000,RCB
2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2922,N. Isimat-Mirin,Nicolas Isimat-Mirin,27,189,80,France,73,74,4000000,41000,SUB
2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2923,O. Rashid,Osama Rashid,27,174,67,Iraq,73,74,4500000,6000,LCM
2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2924,A. Musa,Ahmed Musa,26,170,62,Nigeria,73,74,4700000,29000,LM
2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2925,O. Hernández,Onel Lázaro Hernández Mayea,26,172,76,Germany,73,74,4700000,36000,SUB
2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2926,L. Pernica,Luděk Pernica,29,187,86,Czech Republic,73,74,3800000,1000,RCB
2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2738,2927,P. Ceppelini,Pablo Daniel Ceppelini Gatto,27,179,72,Uruguay,73,74,4600000,5000,SUB
2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2928,D. Pavelka,David Pavelka,28,185,74,Czech Republic,73,74,4000000,12000,LCM
2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2929,A. El-Shenawy,Ahmed Naser Mahmoud Al Shenawy,28,189,83,Egypt,73,74,0,0,
2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2930,A. Reach,Adam Reach,26,185,73,England,73,74,4700000,25000,RW
2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2931,Clerc,Carlos Clerc Martínez,27,182,69,Spain,73,74,4000000,17000,SUB
2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2932,R. Alioui,Rachid Alioui,27,186,82,Morocco,73,74,4700000,20000,SUB
2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2933,G. Brugman,Gaston Brugman,26,175,66,Uruguay,73,74,4600000,32000,LCM
2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2934,A. Poko,André Poko,26,173,72,Gabon,73,74,4200000,18000,LDM
2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2935,Bigas,Pedro Bigas Rigo,28,181,78,Spain,73,74,3900000,17000,SUB
2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2936,D. Ward,Danny Ward,26,191,88,Wales,73,74,3300000,39000,SUB
2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2937,M. Dijks,Mitchell Dijks,26,194,90,Netherlands,73,74,4100000,23000,LB
2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2749,2938,M. Poundjé,Maxime Poundjé,26,180,74,France,73,74,4100000,22000,LM
2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2939,F. Boulaya,Farid Boulaya,26,179,70,Algeria,73,74,4700000,17000,RW
2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2940,N. Gießelmann,Niko Gießelmann,27,182,75,Germany,73,74,4000000,21000,LB
2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2752,2941,J. Bela,Jérémie Bela,26,173,71,France,73,74,4700000,8000,LM
2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2942,F. Aristeguieta,Fernando Aristeguieta,27,188,84,Venezuela,73,74,4700000,11000,ST
2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2943,Gonçalo Silva,Gonçalo Filipe Oliveira Silva,28,186,79,Portugal,73,74,3900000,7000,RCB
2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2755,2944,F. Tobio,Fernando Tobio,29,186,80,Argentina,73,74,3800000,19000,RCB
2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2945,M. Nervo,Martín Nervo,28,181,83,Argentina,73,74,3900000,17000,RCB
2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2946,L. Gil,Leonardo Gil,28,171,69,Argentina,73,74,4000000,14000,LDM
2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2758,2947,J. Beauguel,Jean-David Beauguel,27,196,98,France,73,74,4700000,1000,SUB
2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2759,2948,G. Di Lorenzo,Giovanni Di Lorenzo,25,182,82,Italy,73,74,4800000,40000,SUB
2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2949,M. Oršić,Mislav Oršić,26,179,69,Croatia,73,74,4700000,1000,LM
2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2950,Lee Jae Sung,이재성 李在成,26,180,70,Korea Republic,73,74,4700000,13000,CF
2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2951,M. Jojić,Miloš Jojić,27,177,79,Serbia,73,74,4500000,28000,RES
2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2952,E. Goldaniga,Edoardo Goldaniga,25,188,82,Italy,73,74,4200000,32000,SUB
2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2764,2953,Sidcley,Sidcley Ferreira Pereira,26,176,75,Brazil,73,74,4700000,1000,SUB
2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2954,Lekue,Iñigo Lekue Martínez,26,180,72,Spain,73,74,4100000,17000,SUB
2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2766,2955,A. Mina,Arturo Mina,28,190,84,Ecuador,73,74,3900000,12000,SUB
2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2956,Miguel Vieira,Luís Miguel Vieira da Silva,28,190,80,Portugal,73,74,3900000,27000,SUB
2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2957,C. Ninga,Casimir Ninga,26,186,81,Chad,73,74,4700000,19000,SUB
2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,2958,S. Taniguchi,谷口 彰悟,27,183,73,Japan,73,74,4000000,8000,LCB
2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2959,O. Haddadi,Oussama Haddadi,27,184,85,Tunisia,73,74,4000000,21000,LB
2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2960,K. Schindler,Kingsley Schindler,25,180,77,Ghana,73,74,4800000,21000,RAM
2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2961,K. Laba,Kodjo Fo-Doh Laba,27,180,75,Togo,73,74,4700000,1000,LS
2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2962,M. Stekelenburg,Maarten Stekelenburg,36,197,92,Netherlands,73,73,675000,26000,RES
2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2963,D. Dainelli,Dario Dainelli,40,191,78,Italy,73,73,0,2000,SUB
2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2775,2966,Mario Álvarez,Pedro Mario Álvarez Abrante,37,175,72,Spain,73,73,800000,8000,RCB
2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2967,C. Kameni,Idriss Carlos Kameni,35,186,86,Cameroon,73,73,1100000,22000,RES
2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2968,M. Pinilla,Mauricio Ricardo Pinilla Ferreira,35,187,83,Chile,73,73,1800000,3000,SUB
2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2778,2969,Rubén Castro,Rubén Castro Martín,38,169,68,Spain,73,73,1400000,8000,ST
2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2970,A. Walke,Alexander Walke,36,189,88,Germany,73,73,675000,13000,SUB
2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2971,A. Koné,Arouna Koné,35,182,81,Ivory Coast,73,73,1800000,10000,ST
2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781,2972,S. İnan,Selçuk İnan,34,182,74,Turkey,73,73,1900000,45000,CDM
2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2973,L. Jiménez,Luis Antonio Jiménez Garcés,35,183,75,Chile,73,73,1800000,22000,RF
2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2974,G. Pandev,Goran Pandev,35,184,75,FYR Macedonia,73,73,1800000,12000,SUB
2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2975,Bruno Alves,Bruno Eduardo Regufe Alves,37,189,83,Portugal,73,73,800000,21000,RCB
2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2976,Angulo,Igor Angulo Albóniga,35,181,77,Spain,73,73,1800000,5000,ST
